"company","price"
"SFM",160.87
"INSM",71.75
"CRDO",36.65
"PCVX",30.07
"RKLB",19.68
"FTAI",93.38
"CRS",172.71
"AIT",222.38
"FN",184.31
"SSB",85.09
"FLR",33.96
"GTLS",127.05
"MLI",70.78
"HQY",83.93
"IONQ",25.445
"GKOS",90.32
"EXLS",45.055
"ENSG",128.58
"SPSC",129.2
"BPMC",83.42
"MOD",75.77
"BECN",123.54
"UFPI",105.14
"ONB",19.63
"CVLT",150.05
"SPXC",128.42
"HALO",58.825
"RVMD",36.44
"EAT",154.025
"TMHC",56.5
"RMBS",45.6
"LNTH",100.39
"AUR",6.24
"COOP",111.44
"CWST",118.325
"BMI",200.4047
"CSWI",297.21
"RHP",85.54
"ANF",71.84
"ALTM",5.84
"TRNO",57.83
"HLNE",138.78
"JXN",72.99
"MDGL",301.41
"FSS",75.56
"NXT",40.2
"ALTR",111.85
"GPI",396.78
"JBTM",95.115
"ESNT",55.15
"KNF",92.35
"MMSI",91.15
"HRI",117.6
"STRL",139.695
"MTH",65.295
"HIMS",27.305
"LUMN",3.305
"GBCI",39.78
"CHX",25.52
"CMC",42.24
"GH",44.86
"WTS",197.41
"SIGI",89.64
"GATX",147.005
"MARA",12.535
"ZWS",29.96
"QTWO",75.24
"ACIW",51.43
"HOMB",26.78
"EPRT",32.21
"BE",17.14
"SMTC",26.36
"CYTK",38.84
"UPST",40.4007
"DY",156.58
"PIPR",225.4
"UMBF",91.76
"NOVT",114.6
"QLYS",120.85
"TENB",31.555
"KRG",21.46
"BBIO",33.5
"BCPC",161.65
"UBSI",33.63
"PRMB",33.66
"OPCH",32.22
"ABG",219.83
"KTOS",33.305
"BIPC",35.35
"ALKS",27.09
"AVAV",146.293
"HWC",48.65
"CWAN",23.15
"LRN",136.92
"SOUN",7.889
"WK",67.7
"CORT",62.73
"CADE",28.03
"BCC",93.75
"CNR",74.865
"BOOT",91.272
"CTRE",28.79
"KTB",55.35
"RDN",31.78
"AROC",24.38
"BDC",93.97
"IBP",157.26
"ITRI",102.87
"VRNS",40.49
"ACA",77.84
"CBT",78.78
"MAC",14.76
"SKY",81.905
"SM",23.045
"ITGR",116.82
"SITM",129.24
"NSIT",134.19
"FFIN",32.79
"PRIM",56.96
"SLG",52.225
"AEIS",86.8
"EXPO",78.31
"MMS",67.575
"NJR",50.1304
"SHAK",82.59
"NE",20.25
"SKYW",85.66
"MATX",99.5
"SLAB",90.335
"CALM",91.875
"SANM",74.905
"MGY",21.35
"SFBS",70.125
"PECO",36.25
"VLY",8.2699
"FTDR",39.71
"KBH",51.47
"IDCC",191.83
"FELE",87.21
"KAI",305.645
"FCFS",122.39
"BOX",29.73
"AHR",30.655
"VRRM",21.37
"SWX",74.48
"MUR",21.46
"RDNT",50.28
"STEP",47.42
"MC",51.918
"IRT",19.2
"GEO",29.65
"POR",43.57
"ESGR",333.6252
"ABCB",53.4
"CNX",31.115
"NARI",79.97
"TXNM",53.7164
"FUN",32.9799
"CNO",38.71
"WHD",38.49
"RXO",13.2873
"PLXS",122.63
"GVA",77.61
"BCO",87.885
"ASB",19.98
"TGTX",38.04
"SBRA",18.095
"CBZ",77.68
"BKH",61.07
"SR",78.4307
"ENS",82.99
"ASGN",58.18
"GLNG",38.04
"NOG",24.385
"OGS",78.484
"CVCO",481.13
"AVNT",31.463
"PJT",130.47
"KRYS",166.655
"ALE",64.97
"ASO",37.68
"AXSM",105.26
"AX",60.15
"INTA",51.215
"PBH",80.45
"ATGE",106.645
"AI",19.3946
"ORA",71.47
"MIR",13.87
"JOBY",5.8692
"NPO",145.43
"FRSH",12.61
"URBN",49.0633
"ADMA",21.165
"RIOT",6.3713
"KFY",60.9
"MWA",25.16
"RUSHA",51.87
"CRC",35.895
"MHO",106.0866
"HAE",57.98
"ATMU",33.53
"LBRT",12.4399
"UCB",24.6701
"ICUI",139.95
"PTEN",6.165
"ROAD",77.295
"IBOC",59.11
"TDS",36.365
"POWI",45.22
"RELY",19.78
"TCBI",65.4295
"PTCT",46.79
"SKT",32.42
"SRRK",30.505
"BHVN",20.195
"ESE",151.04
"REZI",15.76
"BL",44.55
"APLE",11.835
"TPH",29.6
"IRTC",101.92
"CARG",26.79
"HP",20.6702
"CRNX",29.93
"PCH",40.025
"SATS",21.93
"SMPL",36.835
"EBC",14.78
"FUL",53.91
"ABM",46.3365
"LANC",187.72
"VCYT",31.21
"CDP",26.4485
"UNF",173.44
"GMS",70.9599
"NWE",58.92
"ZETA",11.39
"SYNA",48.687
"DORM",111.655
"RNA",26.53
"FORM",25.63
"CCOI",53.5
"OSCR",12.1382
"TEX",34.868
"ACVA",14.275
"UEC",5.0063
"CNK",28.29
"FULT",16
"OTTR",79.405
"TRN",25.5301
"CBU",53.43
"HL",5.845
"RYTM",61.15
"PI",67.98
"SXT",74.47
"MGEE",91.425
"BXMT",18.3234
"WDFC",223.1675
"PATK",79.8262
"ATKR",58.55
"AMBA",42.97
"VERX",39.21
"TWST",37.185
"PBF",15.43
"PRCT",52.84
"SNEX",80.32
"BLKB",61.75
"HASI",24.1624
"AEO",10.695
"WD",73.605
"TGNA",16.14
"BNL",16.16
"HBI",4.415
"NMIH",33.7455
"OSIS",194.66
"CRVL",116.3871
"BGC",8.39
"AUB",24.785
"SHOO",19.8559
"BRZE",28.91
"TNET",77.105
"VSCO",16.17
"SG",18.75
"HGV",33.023
"PTON",5.345
"VAL",31.9148
"MGRC",105.565
"PFSI",95.99
"NHI",75.31
"ALIT",4.985
"NUVL",71.2373
"GHC",911.915
"GFF",68.68
"ALRM",50.515
"CORZ",6.535
"WSFS",47.94
"FBP",18.245
"HCC",48.66
"DNLI",12.72
"HEES",90.79
"NVCR",15.68
"NSP",79.565
"IOSP",86.05
"BUR",13.83
"SLVM",60.57
"ENVA",92.29
"CLSKW",0.1936
"AVA",42.19
"ACLX",60.88
"FOLD",6.825
"CVBF",17.68
"VCEL",41.4478
"OUT",14.52
"VCTR",56.78
"RIG",2.285
"DIOD",34.255
"DRS",36.37
"HUBG",32.565
"CATY",38.73
"SFNC",17.553
"BWIN",42.6155
"PAYO",6.3488
"AKR",19.8
"FCPT",28.3
"POWL",166.77
"OII",18.0073
"TDW",34.545
"BKU",31.02
"APAM",35.38
"CRGY",8.4563
"PLMR",149.651
"LIVN",35.4301
"GT",9.6837
"ASTS",22.88
"USD",33.0071
"WNS",66.775
"LCII",77.7999
"AWR",80.1817
"GNW",6.68
"SDRL",20.73
"INDB",55.845
"CPK",135.7
"UE",18.24
"TTMI",18.75
"CON",20.5301
"SIG",55.715
"IPAR",104.235
"FIBK",26.08
"ARWR",11.16
"AZZ",81.4452
"NEOG",4.405
"COMP",7.45
"DOCN",27.47
"BOH",65.2026
"CNS",75.8
"KNTK",44.53
"TBBK",45.4601
"YELP",33.04
"CWT",50.9
"CAKE",47.75
"AIN",64.35
"IESC",184.135
"TOWN",31.7502
"FFBC",22.6177
"CPRX",22.43
"GPOR",173.8815
"HI",20.4801
"LAUR",19.245
"ENR",26.73
"MYRG",114.99
"SWTX",38.18
"LXP",7.815
"STNE",12.035
"KLIC",29.2301
"CDE",6.015
"JBLU",3.6444
"HNI",41.41
"AIR",53.3741
"SMR",14.45
"BTU",12.7801
"BANF",109.57
"PRK",144.32
"PDCO",31.33
"RPD",22.525
"ZD",30.78
"PAR",56.05
"EPAC",38.72
"MTX",56.735
"SHO",8.305
"ARCB",60.78
"FRME",35.6811
"NATL",24.81
"AVPT",14.53
"CXW",22.275
"ICFI",82.63
"RRR",40.9687
"CALX",33.815
"VIAV",9.915
"WRBY",14.31
"TNDM",16.93
"PRVA",23.6815
"VC",71.5637
"ACHR",7.175
"ACLS",44.565
"FLG",10.4736
"GSHD",107.269
"PRGS",56.0741
"WERN",28.418
"HWKN",120.7443
"CURB",23.14
"IVT",27.5682
"SBCF",22.9412
"SMMT",24.3799
"ACAD",14.65
"PSMT",92.94
"EXTR",11.5
"FLYW",8.86
"KAR",18.9
"PPBI",19.19
"MRCY",48.265
"RAMP",25.034
"HURN",141.03
"AGX",145.765
"PTGX",46.07
"SXI",137.555
"MBC",11.61
"AMR",122.5326
"ADUS",100.9
"MGNI",11.295
"ROIC",17.49
"GBX",43.27
"CCS",59.53
"STRA",80.095
"VSH",11.195
"BANR",59.8501
"PLUS",58.8918
"RNST",28.26
"AGYS",69.6579
"EFSC",48.67
"CNMD",48.54
"RGTI",8.3277
"YOU",26.64
"JJSF",134.93
"STNG",35.11
"PFS",15.5
"PHIN",41.47
"SEM",16.35
"MTRN",79.065
"BANC",13.185
"KYMR",25.54
"NBTB",39.78
"HUT",11.09
"TMDX",86.6173
"EVTC",32.78
"RUN",6.47
"OSW",16.955
"BEAM",17.025
"AGIO",27.33
"WAFD",28.03
"LGND",105.32
"HLMN",7.705
"ENVX",5.93
"CRK",19.765
"OMCL",30.3
"IGT",16.02
"EWTX",13.28
"IDYA",16.6
"SYBT",67.96
"TRMK",32.76
"KWR",101.9701
"UPWK",12.8
"WSBC",28.475
"TGLS",68.295
"LZB",38.225
"SUPN",30.69
"LMAT",86.2
"FBK",40.75
"MIRM",39.175
"IIPR",51.42
"CABO",255.4931
"ATRC",32.05
"MXL",10.16
"ALKT",24.955
"LC",9.57
"DRH",7.015
"GOLF",59.285
"UFPT",208.395
"VSEC",108.7299
"OFG",35.7004
"KMT",18.81
"NMRK",10.45
"RXRX",5.395
"LGIH",56.2279
"CHEF",53.82
"GRBK",56
"BATRK",38.51
"ABR",11.025
"ALG",168.6072
"NEO",9.59
"ROCK",52.1848
"DEI",14.15
"VYX",7.92
"DBRG",8
"CASH",70.83
"AGM",172.91
"REVG",29.96
"AVDX",7.62
"PRM",9.92
"TARS",49.42
"ROG",53.7431
"WWW",10.79
"PRKS",44.165
"LTH",31.4
"APLD",3.94
"GERN",1.23
"AKRO",37.265
"MQ",3.865
"FL",11.73
"NGVT",31.588
"TDOC",6.855
"TFIN",47.6
"FBNC",37.19
"JOE",42.6901
"LMND",26.84
"IART",15.81
"PRG",26.34
"PGNY",21.32
"DAN",11.54
"OI",10.995
"DFIN",41.78
"LKFN",53.17
"CHCO",113.865
"SONO",8.02
"BHE",35.89
"KN",14.39
"IOVA",3.0463
"CWK",8.3314
"DVAX",10.48
"SPT",19.4201
"PEB",8.69
"WLY",42.82
"CSGS",60.55
"PD",14.89
"NWBI",11.395
"WKC",23.7111
"WULF",2.3144
"STR",17.015
"PLUG",0.9308
"ASAN",14.9499
"NNI",105.54
"UCTT",18.76
"EPC",30.07
"NTB",37.8
"WAY",36.75
"PRDO",25.62
"TRUP",34.85
"ASTH",31.015
"UNFI",24.62
"KOS",1.8083
"AESI",14.32
"NTCT",19.9605
"THS",22.03
"FCF",14.67
"SKWD",54.74
"TNC",70.3235
"ALGT",44.04
"GEF",51.25
"BCRX",7.445
"SSRM",10.895
"SGRY",21.32
"UPBD",20.62
"MNKD",4.515
"CENTA",30.97
"MLKN",15.8001
"CLDX",18.14
"TVTX",14.655
"CUBI",45.6
"VRNT",16.0775
"XHR",9.9399
"BFH",47.04
"NIC",110.865
"KGS",34.85
"STC",65.9
"RLJ",6.955
"LTC",35.55
"APGE",32.155
"ADNT",11.42
"VERA",21.185
"PHR",24.04
"NWN",43.02
"HE",10.575
"TALO",7.405
"CTS",37.524
"GTY",29.185
"HELE",33.43
"VRTS",149.87
"SJW",54.6
"VITL",32.85
"CODI",16.58
"SASR",27.95
"INSW",33.2122
"HLIO",26.5
"NBHC",35.4369
"HOPE",9.53
"NVAX",5.895
"ANDE",38.15
"ALHC",18.32
"ADEA",11.93
"TCBK",37.167
"BKE",34.4533
"ARQT",12.975
"LNN",124.655
"CGON",20.865
"WT",8.205
"DNOW",16.1
"STEL",25.7693
"VECO",18.144
"GNL",7.645
"SPNT",16.64
"COCO",31.45
"PLAB",17.815
"HMN",40.1249
"VSAT",8.435
"AMRX",7.335
"DHT",10.405
"XMTR",22.03
"HRMY",28.31
"SOC",20.055
"TILE",18.635
"TGI",24.795
"NRIX",9.985
"WGO",30.63
"MSGE",30.5139
"UNIT",4.775
"PWP",15.83
"MTTR",5.38
"AMPH",23.49
"SDGR",25.75
"MCY",54.015
"HTH",28.67
"GSAT",19.4078
"WABC",45.69
"ZUO",10.02
"FSLY",5.39
"CSTM",8.625
"APPN",26.35
"ATEN",15.87
"IMVT",15.12
"VRDN",12.8999
"XNCR",9.4701
"LEU",67.4083
"VBTX",21.85
"QCRH",67.06
"ALEX",16.8389
"SCL",47.59
"SABR",2.065
"INFN",6.64
"HLIT",8.868
"CBRL",41.8
"PRAX",32.47
"USPH",67.95
"DXPE",80.12
"PZZA",31.345
"STBA",34.5987
"LADR",10.24
"AAOI",10.485
"XPRO",8.69
"WOR",47.51
"CWH",11.99
"ESRT",7.19
"SFL",7.815
"VICR",47.22
"ELME",15.385
"NSSC",21.79
"WTTR",8.67
"UMH",17.36
"PAGS",8.4725
"BUSE",20.105
"AMWD",56.205
"ARDX",4.779
"FUBO",2.94
"MRC",11.105
"ARI",8.3237
"GDYN",13.17
"USLM",91.091
"CRAI",163.13
"COMM",3.335
"JANX",29.535
"CMPR",42.18
"BLBD",33.705
"OCUL",7.16
"HLX",6.865
"APOG",45.7195
"INMD",14.83
"GIII",24.095
"SLNO",68.435
"TWO",11.01
"AIV",7.8501
"JBGS",15.05
"UVV",51.49
"TROX",5.305
"MD",12.9801
"SCSC",31.85
"FOXF",19.7001
"OXM",44.61
"LOB",24.26
"JAMF",10.845
"VRE",15.82
"PCT",6.04
"RVLV",19.63
"DK",12.99
"ATEC",10.46
"THRM",24.415
"AAT",19.19
"ECPG",30.225
"AORT",23
"NHC",93.14
"PEBO",27.935
"CDNA",17.75
"KALU",54.419
"RC",4.375
"AMC",2.815
"BHLB",23.6875
"SAFT",76.24
"SNDX",10.97
"SPHR",25.41
"STAA",16.7028
"EVH",8.985
"CARS",11.34
"DGII",26.1935
"DESP",19.094
"QNST",16.0516
"RXST",14.4199
"DCOM",25.2996
"COUR",7.315
"TPC",21.35
"ARLO",9.19
"GABC",36.1999
"OBK",30.535
"BTSG",16.723
"SBH",8.1
"CIM",11.2935
"ARVN",8.4689
"MODG",6.15
"NTLA",7.16
"DBD",42.325
"PMT",12.98
"MYGN",7.715
"CNNE",17.415
"AGL",3.355
"XRX",3.945
"COHU",14.03
"BBSI",40.725
"IRON",41.13
"ATSG",22.48
"DYN",8.065
"OCFC",15.81
"OMI",6.89
"CIFR",2.34
"PRO",16.175
"GBTG",6.675
"SRCE",54.745
"PDM",6.56
"KLG",19.58
"IBTA",47.1
"DEA",8.235
"JBI",6.395
"SCS",9.77
"LFST",6.705
"EMBC",11.37
"LZ",6.99
"FA",13.52
"PENG",15.98
"EVRI",13.775
"GOGL",7.195
"WVE",5.9
"UUUU",4.8201
"WINA",343.71
"RSI",11.79
"LMB",86.62
"BLX",38.1001
"EIG",48.515
"INOD",33.6875
"HCI",146.24
"XPEL",26.085
"FBMS",33.81
"AUPH",7.702
"FDP",32.12
"ARRY",4.285
"NTST",16.43
"PCRX",24.94
"NAVI",11.29
"ANIP",69.695
"KW",6.8508
"MDXG",6.71
"CENX",15.83
"AMN",18.6
"NVEE",15.855
"UTI",27.885
"MCRI",76.325
"DOLE",13.9043
"AMSC",18.17
"AHCO",7.75
"EFC",12.215
"CMCO",13.035
"CXM",7.1444
"MFA",8.96
"NX",16.205
"HROW",23.9307
"WMK",82
"CSR",58.55
"SGHC",7.48
"IMAX",22.6001
"BLFS",22.31
"KFRC",44.0845
"SAH",59.365
"PL",3.215
"VIR",5.45
"TRS",20.4452
"INVA",18.34
"PRLB",33.475
"PFC",28.04
"FBRT",11.31
"DLX",14.6052
"ARR",14.305
"DX",11.761
"COLL",27.195
"AMSF",49.78
"PARR",13.21
"WGS",95.95
"CCB",83.77
"VTLE",15.05
"DRVN",16.335
"WS",24.08
"BLMN",7.915
"ICHR",17.2978
"RDFN",8.59
"BRKL",9.945
"CDRE",30.76
"TNK",39.5
"THR",24.973
"NEXT",7.87
"NN",11.7211
"TPB",57.22
"FIZZ",43.17
"ACT",35.19
"SBSI",27.6167
"BV",13.36
"ADPT",7.51
"BY",24.225
"PLAY",19.965
"UVSP",27.32
"ACMR",19.5
"DCO",56.39
"HSII",38.21
"FMBH",32.525
"AOSL",17.79
"IMKTA",61.81
"BKD",6.265
"EXPI",8.965
"REAL",5.325
"CLB",12.7
"VMEO",4.78
"PUMP",5.475
"BDN",3.775
"MSEX",62.4475
"BXC",72.11
"TRNS",83.85
"LQDA",13.75
"OPEN",0.9541
"CNOB",21.74
"ECVT",5.95
"MMI",31.49
"SEI",19.25
"MRTN",13.34
"MATW",19.81
"UTZ",13.43
"CTBI",47.48
"BLND",3.115
"PNTG",26.02
"CECO",19.07
"TMP",57.12
"EYE",11.6499
"AMTB",18.71
"AMPL",8.24
"PBI",8.125
"LILAK",5.335
"FIHL",16.26
"NXRT",36.495
"SAFE",15.485
"SXC",9.365
"RWT",5.53
"OEC",11.95
"CNXN",60.91
"PDFS",17.3
"PGRE",4.235
"BELFB",69.575
"LPG",20.715
"BHRB",50.5
"VTOL",29.26
"PRAA",16.79
"FLNC",3.625
"REPL",7.72
"FWRD",15.605
"HCSG",9.535
"ADTN",7.46
"MBWM",40.66
"ASIX",20.3
"ZYME",11.39
"JELD",5.135
"COGT",4.285
"ERII",14.935
"SPNS",26.2399
"PRSU",30.5
"NTGR",22.23
"HFWA",21.95
"ASTE",34.16
"AXGN",15.76
"ARIS",26.13
"BZH",18.49
"NBBK",16.54
"FCBC",38.89
"HG",18.515
"SWI",18.49
"UTL",58.78
"FG",34.98
"ELVN",16.44
"BORR",1.965
"GLDD",8.86
"CEVA",23.06
"NVRI",5.9
"SHLS",3.355
"EOLS",10.77
"OLO",6.075
"OSBC",14.78
"AVXL",8.835
"JACK",23.27
"FIGS",4.035
"JBSS",68.27
"IBCP",30.09
"AVBP",18.3792
"CFB",15.99
"HBNC",13.63
"KNSA",20.4
"NG",2.9689
"ML",85.9
"BRSP",4.5
"SYRE",12.62
"DNUT",4.135
"MBUU",26.93
"OSPN",14.4484
"MLR",40.39
"CRMD",7.74
"ROOT",129.1821
"VVX",48.93
"CVI",18.46
"GRC",33.43
"DEC",11.94
"LQDT",31.07
"HCKT",25.95
"DAVE",84.2573
